Id,Front,Left,Rear,Right
2c9180975a056a64015a1e5b850e7ae1,0.329745,0.323357,0.012512,0.334386
2c91809e5aba7d25015acd6875ca209b,0.337749,0.012842,0.324767,0.324642
2c91809e5aba7d25015acd44a99d1e9f,0.341027,0.318254,0.012499,0.328220
2c9180a35b853b13015b8b8c25f75369,0.001767,0.613677,0.186365,0.198191
2c9180935b853a2d015b8b9b42525153,0.001775,0.613600,0.186768,0.197857
2c91808e5aba7da4015acd3f993557d4,0.001775,0.613600,0.186768,0.197857
2c91808e5aba7da4015acd3f655a57be,0.338981,0.319391,0.012502,0.329126
2c9180ad5b853aa1015b8b82f7725436,0.329135,0.323678,0.012511,0.334676
2c9180975a056a64015a1e5865077a5e,0.001768,0.612193,0.186480,0.199559
2c9180975a056a64015a1e44cfea77fd,0.336712,0.012800,0.325515,0.324973
2c9180975a056a64015a1e5ed1d57b22,0.329135,0.323678,0.012511,0.334676
2c9180975a056a64015a1e5ed1d57b21,0.001767,0.613677,0.186365,0.198191
2c91809a59f17e5d015a219e78d93061,0.329135,0.323678,0.012511,0.334676
2c91809a59f17e5d015a219e78d93060,0.001768,0.614189,0.186241,0.197801
2c91809a59f17e5d015a21bde7a934f0,0.001768,0.614189,0.186241,0.197801
2c91809a59f17e5d015a21bde7a934ef,0.001766,0.612895,0.186333,0.199006
2c91809a59f17e5d015a21bde7a934f4,0.344921,0.036870,0.072982,0.545228
2c9180975a056a64015a1e6ed9d67c45,0.328733,0.322997,0.012498,0.335772
2c9180975a056a64015a1e4849057896,0.326647,0.330096,0.329880,0.013378
2c9180975a056a64015a1e4849057895,0.328733,0.322997,0.012498,0.335772
2c91809a59f17e5d015a21a830a03132,0.001768,0.614189,0.186241,0.197801
2c9180975a056a64015a1e6ed9d67c4d,0.329745,0.323357,0.012512,0.334386
2c91809659f86230015a08b10bc66c48,0.329135,0.323678,0.012511,0.334676
2c91809659f86230015a0a1559e12a1e,0.339575,0.319624,0.012502,0.328299
2c91809659f86230015a0811d9775e26,0.328372,0.013084,0.326830,0.331714
2c91809659f86230015a08cf83396eca,0.329745,0.323357,0.012512,0.334386
2c91809659f86230015a0886ce2a6829,0.327709,0.325047,0.012513,0.334732
2c91809659f86230015a08cf83396ec5,0.329135,0.323678,0.012511,0.334676
2c91809659f86230015a0864733f652c,0.326902,0.329441,0.330164,0.013493
2c91809659f86230015a0841dafc621a,0.329135,0.323678,0.012511,0.334676
2c91809659f86230015a0864733f652a,0.001767,0.613677,0.186365,0.198191
2c91808d5aba7da4015acde018f764b2,0.338065,0.012819,0.324998,0.324118
2c91808d5aba7da4015acde018f764af,0.001772,0.613530,0.186530,0.198168
2c91808e5aba7da4015acdba35e15e7d,0.001767,0.613677,0.186365,0.198191
2c91808e5aba7da4015acdea5abc617e,0.332658,0.013003,0.327168,0.327172
2c9180845aba7d30015acdbd097004e6,0.327879,0.013101,0.326902,0.332117
2c91808d5aba7da4015acdaa928a6136,0.001755,0.614258,0.185867,0.198121
2c91808e5aba7da4015acd7e578b5afa,0.001772,0.613530,0.186530,0.198168
2c91808d5aba7da4015acd8d91465f64,0.328082,0.328720,0.329822,0.013376
2c91808d5aba7da4015acd8d91465f61,0.326863,0.013173,0.327378,0.332585
2c91808e5aba7da4015acd7e578b5afd,0.336371,0.012878,0.325416,0.325336
2c91808e5aba7da4015acd9760c15c1b,0.327709,0.325047,0.012513,0.334732
2c91808e5aba7da4015acd9760c15c1a,0.001766,0.612895,0.186333,0.199006
2c9180845aba7d30015acde7e47f06a4,0.336371,0.012878,0.325416,0.325336
2c91808e5aba7da4015acde2207160e7,0.327879,0.013101,0.326902,0.332117
2c91808e5aba7da4015acde486e76119,0.336371,0.012878,0.325416,0.325336
2c91808e5aba7da4015acde2207160e8,0.327554,0.329384,0.329603,0.013459
2c91808e5aba7da4015acddff6ac60c5,0.336371,0.012878,0.325416,0.325336
2c9180845aba7d30015acde7e47f06aa,0.327050,0.329812,0.329663,0.013474
2c91808d5aba7da4015acdec7849655c,0.336371,0.012878,0.325416,0.325336
2c9180975a056a64015a1e4e95a97945,0.001756,0.615148,0.185787,0.197309
2c9180975a056a64015a1e62a6f57b6d,0.329135,0.323678,0.012511,0.334676
2c9180975a056a64015a1e62a6f57b6e,0.328082,0.328720,0.329822,0.013376
2c9180975a056a64015a1e44fa15781d,0.329745,0.323357,0.012512,0.334386
2c9180975a056a64015a1e3f26a47717,0.329135,0.323678,0.012511,0.334676
2c9180975a056a64015a1e58d40e7aa8,0.327023,0.331978,0.327588,0.013411
2c9180975a056a64015a1e44e95b7800,0.328372,0.013084,0.326830,0.331714
2c9180975a056a64015a1e44e95b7808,0.327370,0.013070,0.326465,0.333095
2c9180975a056a64015a1e44e95b780f,0.330567,0.012966,0.327752,0.328715
2c91808e5aba7da4015acd4229d357fe,0.328007,0.329194,0.329419,0.013380
2c91809e5aba7d25015acdc01e892881,0.001527,0.694658,0.160426,0.143388
2c91808e5aba7da4015acd3f655a57c2,0.001772,0.613530,0.186530,0.198168
2c91809e5aba7d25015acd47c6251ed2,0.001768,0.612040,0.185862,0.200329
2c9180ad5b853aa1015b8b5aeef751bd,0.335736,0.318145,0.012584,0.333535
2c91809e5aba7d25015acd49fc7b1f01,0.329608,0.012877,0.327442,0.330072
2c91808e5aba7da4015acd2dfdd056ff,0.001756,0.615148,0.185787,0.197309
2c9180a35b853b13015b8b57334a5047,0.326468,0.013058,0.327094,0.333380
2c9180935b853a2d015b8b60875a4cef,0.328392,0.331824,0.326378,0.013406
2c91809e5aba7d25015acdc01e892888,0.326878,0.013087,0.326536,0.333499
2c91808d5aba7da4015acd47ee815caa,0.001768,0.614189,0.186241,0.197801
2c9180845aba7d30015acdc866670576,0.205700,0.029690,0.381772,0.382838
2c91808d5aba7da4015acd47ee815ca0,0.328392,0.331824,0.326378,0.013406
2c9180ad5b853aa1015b8c0df5d85bf3,0.326351,0.013111,0.328110,0.332428
2c9180ad5b853aa1015b8c0df5d85bf8,0.328317,0.324726,0.012515,0.334443
2c91808e5aba7da4015acd5409db58f7,0.326355,0.013141,0.326940,0.333563
2c9180935b853a2d015b8bd0b96954a9,0.327709,0.325047,0.012513,0.334732
2c91808e5aba7da4015acd9f8e0d5c94,0.001768,0.614189,0.186241,0.197801
2c9180ad5b853aa1015b8b69c6a95289,0.348011,0.036861,0.073103,0.542025
2c91809e5aba7d25015acd4d0d041f3f,0.336371,0.012878,0.325416,0.325336
2c9180ad5b853aa1015b8b69c6a95292,0.001764,0.614508,0.185866,0.197862
2c91809e5aba7d25015acd4d0d041f3c,0.327554,0.329384,0.329603,0.013459
2c9180845aba7d30015acd5c653c00d9,0.327554,0.329384,0.329603,0.013459
2c9180ad5b853aa1015b8b9bfc775648,0.327554,0.329384,0.329603,0.013459
2c9180a35b853b13015b8b725f9851ce,0.001754,0.613855,0.185879,0.198511
2c9180845aba7d30015acd5c653c00be,0.337532,0.320761,0.012506,0.329201
2c91808e5aba7da4015acd44d6df5829,0.001536,0.692264,0.161044,0.145156
2c9180935b853a2d015b8b9a210c513c,0.001759,0.614490,0.186075,0.197675
2c91808e5aba7da4015acd44d6df5823,0.001759,0.614490,0.186075,0.197675
2c9180935b853a2d015b920353111f7c,0.327502,0.329623,0.329479,0.013396
2c91808d5aba7da4015acd4aac205ccd,0.327709,0.325047,0.012513,0.334732
2c9180935b853a2d015b8b65c9ab4d46,0.334818,0.012913,0.327141,0.325128
2c91808d5aba7da4015acd4d46cd5d15,0.338397,0.319723,0.012484,0.329397
2c91808e5aba7da4015acd4a1b465873,0.327502,0.329623,0.329479,0.013396
2c91808d5aba7da4015acd473c315c7a,0.001761,0.615002,0.185951,0.197287
2c9180935b853a2d015b8b5c6a6f4cbd,0.329169,0.323685,0.012493,0.334653
2c91808d5aba7da4015acd473c315c7d,0.333185,0.321625,0.012594,0.332596
2c91808d5aba7da4015acda20ef360a5,0.328733,0.322997,0.012498,0.335772
2c91808d5aba7da4015acdb8ac7b61d7,0.330567,0.012966,0.327752,0.328715
2c91808d5aba7da4015acdb8ac7b61d6,0.331589,0.012895,0.327269,0.328247
2c91808e5aba7da4015acd5a21f15954,0.338981,0.319391,0.012502,0.329126
2c91808e5aba7da4015acd4cd5795897,0.328334,0.013061,0.327116,0.331490
2c9180a35b853b13015b8b5b03f15063,0.328334,0.013061,0.327116,0.331490
2c9180845aba7d30015acdc5b2610540,0.327050,0.329812,0.329663,0.013474
2c91808d5aba7da4015acdb8ac7b61cd,0.329135,0.323678,0.012511,0.334676
2c9180845aba7d30015acdc5b2610547,0.331589,0.012895,0.327269,0.328247
2c91808e5aba7da4015acd4cd57958a5,0.336284,0.012843,0.326982,0.323892
2c91808e5b853b1a015b8b770bcf4c3b,0.327709,0.325047,0.012513,0.334732
2c91808e5aba7da4015acd5a43015971,0.001755,0.613154,0.186027,0.199064
2c91808e5aba7da4015acd5a43015973,0.327317,0.013132,0.327593,0.331958
2c91808d5aba7da4015acdd3fa8963b2,0.326468,0.013058,0.327094,0.333380
2c91809e5aba7d25015acde7c2c62b7f,0.328552,0.324416,0.012536,0.334496
2c9180ad5b853aa1015b8b88d370551e,0.327554,0.329384,0.329603,0.013459
2c9180935b853a2d015b8b6f39a04e0e,0.001772,0.613530,0.186530,0.198168
2c91808e5aba7da4015acd546633590d,0.339332,0.320970,0.012538,0.327160
2c91808d5aba7da4015acdd3fa8963b7,0.001473,0.683660,0.159733,0.155134
2c91808e5b853b1a015b8ba12a9c4e66,0.339332,0.320970,0.012538,0.327160
2c9180935b853a2d015b9251f48f23e3,0.334818,0.012913,0.327141,0.325128
2c9180ad5b853aa1015b8b730c72535e,0.330567,0.012966,0.327752,0.328715
2c91808e5aba7da4015acd5a62bc5988,0.329135,0.323678,0.012511,0.334676
2c9180a35b853b13015b8b58df1a5059,0.336371,0.012878,0.325416,0.325336
2c9180845aba7d30015acd5c653c00d8,0.334818,0.012913,0.327141,0.325128
2c9180ad5b853aa1015b8b6d289f52d5,0.331589,0.012895,0.327269,0.328247
2c9180845aba7d30015acd4d2ca00037,0.001773,0.614043,0.186406,0.197779
2c9180ad5b853aa1015b8b61066151f5,0.327502,0.329623,0.329479,0.013396
2c9180a35b853b13015b8bdae78b5875,0.329980,0.323048,0.012533,0.334438
2c91808d5aba7da4015acdae944f616e,0.329980,0.323048,0.012533,0.334438
2c91809e5aba7d25015acdb99fff27ce,0.326820,0.331253,0.328434,0.013493
2c91809e5aba7d25015acd722bec2179,0.327502,0.329623,0.329479,0.013396
2c9180935b853a2d015b8b9a210c514a,0.329451,0.012929,0.328244,0.329375
2c91808e5b853b1a015b8b9c5cfb4e2f,0.337698,0.320533,0.012579,0.329190
2c91808e5b853b1a015b8b9c5cfb4e29,0.327554,0.329384,0.329603,0.013459
2c91808e5aba7da4015acd68cea25a0e,0.001756,0.615148,0.185787,0.197309
2c91809659f86230015a08ad579a6bd9,0.338981,0.319391,0.012502,0.329126
2c91809659f86230015a085af3516476,0.329135,0.323678,0.012511,0.334676
2c91809659f86230015a08d006806f3c,0.001842,0.613095,0.188282,0.196781
2c91809659f86230015a0853b4356382,0.339332,0.320970,0.012538,0.327160
2c91809659f86230015a09b5d5e012b1,0.328938,0.330222,0.327398,0.013443
2c91809659f86230015a09b5d5e012ac,0.001549,0.682126,0.161939,0.154387
2c91809659f86230015a08913d696916,0.331589,0.012895,0.327269,0.328247
2c91809659f86230015a091d86587829,0.329135,0.323678,0.012511,0.334676
2c91808e5aba7da4015acdea7a2b61a5,0.336475,0.322184,0.328228,0.013114
2c91809e5aba7d25015acd7eaf23224a,0.347489,0.036908,0.073010,0.542593
2c91808d5aba7da4015acd9bc1406042,0.327554,0.329384,0.329603,0.013459
2c9180935b853a2d015b8b5ac4b74c9c,0.001745,0.613938,0.186310,0.198007
2c91809e5aba7d25015acd75ac2f21b6,0.327502,0.329623,0.329479,0.013396
2c91808d5aba7da4015acd99124c6005,0.329980,0.323048,0.012533,0.334438
2c91808e5aba7da4015acddda7fe607c,0.327502,0.329623,0.329479,0.013396
2c91809e5aba7d25015acda9589c265e,0.326468,0.013058,0.327094,0.333380
2c91808e5aba7da4015acdaf08755d6d,0.329135,0.323678,0.012511,0.334676
2c91808e5aba7da4015acdaf08755d6c,0.001768,0.614189,0.186241,0.197801
2c91808e5aba7da4015acdaf08755d6a,0.001766,0.612895,0.186333,0.199006
2c91809e5aba7d25015acd81b03022af,0.331589,0.012895,0.327269,0.328247
2c91808d5aba7da4015acdcabe7a6325,0.331589,0.012895,0.327269,0.328247
2c91808d5aba7da4015acdcabe7a632a,0.001761,0.615002,0.185951,0.197287
2c91809e5aba7d25015acdc38c432900,0.001754,0.613476,0.185835,0.198935
2c91809e5aba7d25015acdc38c4328fb,0.328582,0.013029,0.328478,0.329911
2c91809e5aba7d25015acdc38c4328f4,0.327879,0.013101,0.326902,0.332117
2c9180845aba7d30015acdb5b8cc0441,0.327050,0.329812,0.329663,0.013474
2c91809e5aba7d25015acdc892a9292e,0.329169,0.323685,0.012493,0.334653
2c91808d5aba7da4015acdc2b30e6266,0.336371,0.012878,0.325416,0.325336
2c9180845aba7d30015acdd72cb405ec,0.336371,0.012878,0.325416,0.325336
2c9180845aba7d30015acdae1b9903d2,0.327502,0.329623,0.329479,0.013396
2c9180935b853a2d015b8b7d5aa84ec6,0.341576,0.318365,0.012515,0.327544
2c91808d5aba7da4015acdc65a906300,0.328082,0.328720,0.329822,0.013376
2c91808d5aba7da4015acdc65a9062ff,0.331276,0.012918,0.327033,0.328773
2c9180935b853a2d015b8b7d5aa84ec9,0.335622,0.323641,0.327629,0.013108
2c9180935b853a2d015b8b7d5aa84ec8,0.341027,0.318254,0.012499,0.328220
2c91808d5aba7da4015acdcabe7a6330,0.001766,0.612895,0.186333,0.199006
2c91808d5aba7da4015acddb8bfb646b,0.334818,0.012913,0.327141,0.325128
2c91808d5aba7da4015acdcabe7a6335,0.332827,0.012785,0.325319,0.329069
2c91808d5aba7da4015acddb8bfb6461,0.001767,0.613677,0.186365,0.198191
2c91809e5aba7d25015acdd6c89f2a6b,0.001756,0.615148,0.185787,0.197309
2c9180975a056a64015a1e296a08742a,0.328082,0.328720,0.329822,0.013376
2c91809a59f17e5d015a21a48da730b9,0.335604,0.325774,0.325575,0.013047
2c91809a59f17e5d015a21a48da730bb,0.331589,0.012895,0.327269,0.328247
2c9180975a056a64015a1e556ce479e9,0.001772,0.613530,0.186530,0.198168
2c9180975a056a64015a1e52ab4679be,0.329745,0.323357,0.012512,0.334386
2c91809a59f17e5d015a21a7937830fe,0.001772,0.613530,0.186530,0.198168
2c9180975a056a64015a1e58ec867ab9,0.001462,0.684535,0.159299,0.154704
2c9180975a056a64015a1e58ec867abc,0.329135,0.323678,0.012511,0.334676
2c91809a59f17e5d015a21bed0cb3545,0.328031,0.012984,0.326884,0.332101
2c9180975a056a64015a22a3fb7e1824,0.330567,0.012966,0.327752,0.328715
2c9180975a056a64015a22a3fb7f1827,0.327554,0.329384,0.329603,0.013459
2c91809659f86230015a08f6a520737e,0.336921,0.012949,0.326543,0.323587
2c91809659f86230015a08f6a5207380,0.327502,0.329623,0.329479,0.013396
2c91809659f86230015a08913d696913,0.329135,0.323678,0.012511,0.334676
2c91809659f86230015a08913d696914,0.001772,0.613530,0.186530,0.198168
2c91808e5aba7da4015acdd3b8075fac,0.001767,0.613677,0.186365,0.198191
2c9180935b853a2d015b8bc9ea265438,0.329980,0.323048,0.012533,0.334438
2c9180935b853a2d015b8bc9ea265436,0.339332,0.320970,0.012538,0.327160
2c91808e5aba7da4015acd84a62d5b30,0.339332,0.320970,0.012538,0.327160
2c91809e5aba7d25015acda942fe264b,0.327502,0.329623,0.329479,0.013396
2c9180935b853a2d015b8bc253ad53f3,0.341027,0.318254,0.012499,0.328220
2c91809e5aba7d25015acd9fd7e12580,0.341027,0.318254,0.012499,0.328220
2c91808e5aba7da4015acd68cea25a0c,0.327554,0.329384,0.329603,0.013459
2c91808e5b853b1a015b8b9c5cfb4e31,0.327554,0.329384,0.329603,0.013459
2c9180845aba7d30015acdb98289047e,0.329135,0.323678,0.012511,0.334676
2c9180ad5b853aa1015b8bb71bbc57ed,0.329135,0.323678,0.012511,0.334676
2c9180ad5b853aa1015b8bb71bbc57ef,0.339575,0.319624,0.012502,0.328299
2c9180845aba7d30015acdb98289047f,0.339575,0.319624,0.012502,0.328299
2c91808e5aba7da4015acdd3964e5faa,0.329745,0.323357,0.012512,0.334386
2c91808e5ba960a0015bab2cbc9615a1,0.336490,0.319358,0.012514,0.331637
2c91809e5aba7d25015acda24fb625a1,0.336490,0.319358,0.012514,0.331637
2c91809e5aba7d25015acdd6812d2a60,0.329135,0.323678,0.012511,0.334676
2c91808e5aba7da4015acddfd49560bb,0.327528,0.331547,0.327530,0.013395
2c91808d5aba7da4015acde809146502,0.001462,0.684535,0.159299,0.154704
2c91808e5aba7da4015acdad718f5d4d,0.001773,0.614043,0.186406,0.197779
2c9180a55ba961a6015bab327ca31455,0.001773,0.614043,0.186406,0.197779
2c91808d5aba7da4015acde809146505,0.329980,0.323048,0.012533,0.334438
2c91808e5b853b1a015b8b60d8374a04,0.001766,0.612895,0.186333,0.199006
2c91808e5aba7da4015acdbd98a75ea6,0.339985,0.318087,0.012530,0.329398
2c91808e5aba7da4015acdbd98a75ea3,0.329980,0.323048,0.012533,0.334438
2c9180ad5b853aa1015b8be26d245a4f,0.329980,0.323048,0.012533,0.334438
2c91809e5aba7d25015acd8b68112390,0.329745,0.323357,0.012512,0.334386
2c9180ad5b853aa1015b8b8fdfc95597,0.338981,0.319391,0.012502,0.329126
2c9180845aba7d30015acd9f1bc4032c,0.328733,0.322997,0.012498,0.335772
2c9180a35b853b13015b8bde0f0058ad,0.333133,0.012972,0.327554,0.326342
2c9180a35b853b13015b8bde0f0058a0,0.327502,0.329623,0.329479,0.013396
2c9180845aba7d30015acd9f1bc3031f,0.327502,0.329623,0.329479,0.013396
2c9180a35b853b13015b8bde0f00589c,0.331589,0.012895,0.327269,0.328247
2c91809e5aba7d25015acd9fba2f256a,0.329135,0.323678,0.012511,0.334676
2c91809e5aba7d25015acda942fe2641,0.001766,0.612895,0.186333,0.199006
2c91808e5aba7da4015acdd6a31a5ffd,0.329135,0.323678,0.012511,0.334676
2c91808d5aba7da4015acdaab72c613b,0.001529,0.693285,0.160566,0.144620
2c91809e5aba7d25015acdb99fff27d4,0.329404,0.323375,0.012514,0.334706
2c9180ad5b853aa1015b8be0a8835a19,0.001762,0.611777,0.186708,0.199753
2c9180ad5b853aa1015b8be0a8835a1b,0.329404,0.323375,0.012514,0.334706
2c91809e5aba7d25015acdbd77cd2837,0.329980,0.323048,0.012533,0.334438
2c9180935b853a2d015b8bdbb7ab554d,0.336371,0.012878,0.325416,0.325336
2c91808d5aba7da4015acd9badff601e,0.336371,0.012878,0.325416,0.325336
2c91808d5aba7da4015acd9badff6027,0.339985,0.318087,0.012530,0.329398
2c91809e5aba7d25015acda5dd0e25fc,0.329135,0.323678,0.012511,0.334676
2c91808d5aba7da4015acdbd583c6211,0.001772,0.613530,0.186530,0.198168
2c91809e5aba7d25015acdcf32e229ce,0.339694,0.319276,0.012592,0.328438
2c91809e5aba7d25015acda24fb625a5,0.001772,0.613530,0.186530,0.198168
2c91808e5aba7da4015acda316005ccb,0.001468,0.683986,0.159774,0.154772
2c9180a35b853b13015b8b693dc750fd,0.329135,0.323678,0.012511,0.334676
2c9180a35b853b13015b8b5e45a9509a,0.329135,0.323678,0.012511,0.334676
2c9180a35b853b13015b8b693dc750fa,0.001759,0.614490,0.186075,0.197675
2c9180845aba7d30015acd98bc0902d3,0.001768,0.614189,0.186241,0.197801
2c91808e5aba7da4015acdd6162f5fd9,0.328082,0.328720,0.329822,0.013376
2c9180a35b853b13015b8b63c4a450c9,0.339575,0.319624,0.012502,0.328299
2c91808e5aba7da4015acdd6162f5fd4,0.338504,0.012819,0.325325,0.323352
2c91809e5aba7d25015acdd1504a2a00,0.001767,0.613677,0.186365,0.198191
2c91809e5aba7d25015acd98fc6924d5,0.333133,0.012972,0.327554,0.326342
2c91808e5ba96106015bab2f8b6513fd,0.338981,0.319391,0.012502,0.329126
2c91808d5aba7da4015acd910b405f80,0.328082,0.328720,0.329822,0.013376
2c91808d5aba7da4015acde809146509,0.338390,0.012878,0.326380,0.322352
2c91808e5aba7da4015acdad718f5d4a,0.329608,0.012877,0.327442,0.330072
2c91808d5aba7da4015acde80914650a,0.001819,0.610650,0.188398,0.199133
2c9180a55ba961a6015bab327ca31452,0.329608,0.012877,0.327442,0.330072
2c91808d5aba7da4015acde80914650f,0.001755,0.614636,0.185911,0.197698
2c9180a55ba961a6015bab327ca3144a,0.334429,0.324365,0.327983,0.013223
2c91809e5aba7d25015acd8793a8231f,0.328334,0.013061,0.327116,0.331490
2c91809e5ba96014015bab30da41167f,0.329135,0.323678,0.012511,0.334676
2c91808e5aba7da4015acda316015ccf,0.329980,0.323048,0.012533,0.334438
2c91809e5ba96014015bab358c131729,0.336371,0.012878,0.325416,0.325336
2c91808e5aba7da4015acd97fac15c26,0.328560,0.324005,0.012491,0.334943
2c91808e5ba96106015bab6991a51c67,0.001773,0.613088,0.186892,0.198246
2c91809e5aba7d25015acd8793a82321,0.001755,0.614636,0.185911,0.197698
2c9180a55ba961a6015bab3c70561657,0.325316,0.330741,0.330446,0.013497
2c91809e5aba7d25015acdb6308c27a8,0.329608,0.012877,0.327442,0.330072
2c91808e5b853b1a015b8bf3079752d9,0.329608,0.012877,0.327442,0.330072
2c91808e5aba7da4015acda32f655cd5,0.329745,0.323357,0.012512,0.334386
2c9180ad5b853aa1015b8bc7076158f2,0.328560,0.324005,0.012491,0.334943
2c91808e5aba7da4015acda32f655cdd,0.328560,0.324005,0.012491,0.334943
2c9180845aba7d30015acdbc74bd04a8,0.338981,0.319391,0.012502,0.329126
2c91808e5b853b1a015b8bd7f40551be,0.327879,0.013101,0.326902,0.332117
2c9180a35b853b13015b922b89b32285,0.331589,0.012895,0.327269,0.328247
2c91808e5ba960a0015bab26ba0b1474,0.328334,0.013061,0.327116,0.331490
2c91809e5aba7d25015acd9b56c324e8,0.328334,0.013061,0.327116,0.331490
2c9180935b853a2d015b8b8324be4f28,0.001466,0.684397,0.159445,0.154692
2c9180935b853a2d015b8b8324be4f34,0.001768,0.614189,0.186241,0.197801
2c9180845aba7d30015acdbc74bd04bf,0.329135,0.323678,0.012511,0.334676
2c9180a35b853b13015b8b74460751fa,0.352267,0.036477,0.073305,0.537951
2c9180ad5b853aa1015b8be26d245a45,0.326568,0.013323,0.328301,0.331809
2c91808e5aba7da4015acdbd98a75ebb,0.340747,0.320041,0.012532,0.326680
2c9180845aba7d30015acd9f725b033d,0.330921,0.332363,0.012774,0.323942
2c9180845aba7d30015acd9f725b033b,0.001773,0.613088,0.186892,0.198246
2c9180ad5b853aa1015b8b88d3705511,0.327554,0.329384,0.329603,0.013459
2c91809e5aba7d25015acde7c2c62b6a,0.331589,0.012895,0.327269,0.328247
2c9180935b853a2d015b8bc253ad53ec,0.327709,0.325047,0.012513,0.334732
2c91809659f86230015a088b500a6899,0.341332,0.319707,0.012551,0.326409
2c91809659f86230015a088b500a689a,0.001768,0.612193,0.186480,0.199559
2c91809659f86230015a0811ee915e2b,0.001772,0.613530,0.186530,0.198168
2c91809659f86230015a078e631251f9,0.329608,0.012877,0.327442,0.330072
2c91809659f86230015a081c0b635f25,0.333133,0.012972,0.327554,0.326342
